ALG	DATA SET	PLEN	IT	EJECTIME	NCOM
KMP	BINA.txt	8	7	0.024831	2015831
KMP	BINA.txt	8	8	0.024889	1976252
KMP	BINA.txt	8	9	0.024188	1894147
KMP	BINA.txt	16	0	0.021358	1599128
KMP	BINA.txt	16	1	0.021542	1674411
KMP	BINA.txt	16	2	0.021656	1630838
KMP	BINA.txt	16	3	0.022906	1814966
KMP	BINA.txt	16	4	0.021665	1641516
KMP	BINA.txt	16	5	0.024450	1966058
KMP	BINA.txt	16	6	0.020583	1530666
KMP	BINA.txt	16	7	0.023309	1836027
KMP	BINA.txt	16	8	0.021583	1653820
KMP	BINA.txt	16	9	0.022272	1709070
KMP	BINA.txt	32	0	0.022639	1752459
KMP	BINA.txt	32	1	0.022508	1726710
KMP	BINA.txt	32	2	0.023648	1853835
KMP	BINA.txt	32	3	0.024404	1919458
KMP	BINA.txt	32	4	0.020440	1522216
KMP	BINA.txt	32	5	0.024342	1910792
KMP	BINA.txt	32	6	0.024210	1889355
KMP	BINA.txt	32	7	0.022199	1704151
KMP	BINA.txt	32	8	0.020129	1511654
KMP	BINA.txt	32	9	0.021571	1615745
KMP	BINA.txt	64	0	0.020957	1585579
KMP	BINA.txt	64	1	0.020576	1534838
KMP	BINA.txt	64	2	0.021274	1595847
KMP	BINA.txt	64	3	0.021576	1645215
KMP	BINA.txt	64	4	0.022672	1748118
KMP	BINA.txt	64	5	0.020125	1512103
KMP	BINA.txt	64	6	0.022596	1736374
KMP	BINA.txt	64	7	0.020646	1550869
KMP	BINA.txt	64	8	0.022658	1766761
KMP	BINA.txt	64	9	0.024396	1958605
KMP	BINA.txt	128	0	0.020702	1573987
KMP	BINA.txt	128	1	0.024579	1823126
KMP	BINA.txt	128	2	0.020399	1524163
KMP	BINA.txt	128	3	0.020647	1538842
KMP	BINA.txt	128	4	0.022576	1792185
KMP	BINA.txt	128	5	0.021610	1624716
KMP	BINA.txt	128	6	0.020635	1534270
KMP	BINA.txt	128	7	0.023622	1852978
KMP	BINA.txt	128	8	0.021533	1667534
KMP	BINA.txt	128	9	0.022608	1737579
BMH	BINA.txt	4	0	0.019796	1163809
BMH	BINA.txt	4	1	0.023079	1377239
BMH	BINA.txt	4	2	0.019830	1164911
BMH	BINA.txt	4	3	0.023340	1436455
BMH	BINA.txt	4	4	0.016590	978269
BMH	BINA.txt	4	5	0.017576	1062460
BMH	BINA.txt	4	6	0.016633	978269
BMH	BINA.txt	4	7	0.023349	1436907
BMH	BINA.txt	4	8	0.017641	1064278
BMH	BINA.txt	4	9	0.019802	1164911
BMH	BINA.txt	8	0	0.020025	1185808
BMH	BINA.txt	8	1	0.016548	974828
BMH	BINA.txt	8	2	0.016467	975323
BMH	BINA.txt	8	3	0.010503	625957
BMH	BINA.txt	8	4	0.025148	1492544
BMH	BINA.txt	8	5	0.025142	1494895
BMH	BINA.txt	8	6	0.020054	1187180
BMH	BINA.txt	8	7	0.013908	823768
BMH	BINA.txt	8	8	0.019047	1180146
BMH	BINA.txt	8	9	0.020085	1186112
BMH	BINA.txt	16	0	0.019183	1188096
BMH	BINA.txt	16	1	0.019127	1188132
BMH	BINA.txt	16	2	0.024372	1498621
BMH	BINA.txt	16	3	0.025264	1499356
BMH	BINA.txt	16	4	0.019133	1189316
BMH	BINA.txt	16	5	0.020023	1188731
BMH	BINA.txt	16	6	0.016399	974599
BMH	BINA.txt	16	7	0.020058	1188099
BMH	BINA.txt	16	8	0.024389	1498560
BMH	BINA.txt	16	9	0.019125	1188083
BMH	BINA.txt	32	0	0.025256	1502431
BMH	BINA.txt	32	1	0.020016	1188131
BMH	BINA.txt	32	2	0.025272	1499370
BMH	BINA.txt	32	3	0.016440	973248
BMH	BINA.txt	32	4	0.020023	1188726
BMH	BINA.txt	32	5	0.010019	627469
BMH	BINA.txt	32	6	0.024363	1499017
BMH	BINA.txt	32	7	0.019167	1187850
BMH	BINA.txt	32	8	0.013812	823154
BMH	BINA.txt	32	9	0.025198	1500292
BMH	BINA.txt	64	0	0.024380	1499389
BMH	BINA.txt	64	1	0.019138	1189445
BMH	BINA.txt	64	2	0.016468	975051
BMH	BINA.txt	64	3	0.024376	1499501
BMH	BINA.txt	64	4	0.020073	1188204
BMH	BINA.txt	64	5	0.024363	1498420
BMH	BINA.txt	64	6	0.025257	1502241
BMH	BINA.txt	64	7	0.019157	1186518
BMH	BINA.txt	64	8	0.011876	709544
BMH	BINA.txt	64	9	0.024375	1499064
BMH	BINA.txt	128	0	0.020021	1188323
BMH	BINA.txt	128	1	0.020007	1187334
BMH	BINA.txt	128	2	0.015623	972706
BMH	BINA.txt	128	3	0.010404	622619
BMH	BINA.txt	128	4	0.013086	821536
BMH	BINA.txt	128	5	0.024361	1498369
BMH	BINA.txt	128	6	0.019127	1189318
BMH	BINA.txt	128	7	0.019134	1189180
BMH	BINA.txt	128	8	0.015689	977434
BMH	BINA.txt	128	9	0.025202	1500172
BF	RDNA.txt	4	0	0.018465	1355908
BF	RDNA.txt	4	1	0.018544	1335935
BF	RDNA.txt	4	2	0.017311	1323575
BF	RDNA.txt	4	3	0.017979	1382220
BF	RDNA.txt	4	4	0.019212	1368635
BF	RDNA.txt	4	5	0.018117	1320103
BF	RDNA.txt	4	6	0.017952	1307524
BF	RDNA.txt	4	7	0.016387	1252924
BF	RDNA.txt	4	8	0.018772	1352946
BF	RDNA.txt	4	9	0.018759	1348693
BF	RDNA.txt	8	0	0.018695	1351133
BF	RDNA.txt	8	1	0.018933	1365572
BF	RDNA.txt	8	2	0.018130	1378292
BF	RDNA.txt	8	3	0.017365	1330430
BF	RDNA.txt	8	4	0.017572	1348433
BF	RDNA.txt	8	5	0.017934	1334002
BF	RDNA.txt	8	6	0.017657	1367426
BF	RDNA.txt	8	7	0.018027	1336633
BF	RDNA.txt	8	8	0.017536	1301665
BF	RDNA.txt	8	9	0.017429	1333833
BF	RDNA.txt	16	0	0.017999	1337541
BF	RDNA.txt	16	1	0.018002	1340135
BF	RDNA.txt	16	2	0.018017	1310563
BF	RDNA.txt	16	3	0.018049	1312733
BF	RDNA.txt	16	4	0.017204	1323474
BF	RDNA.txt	16	5	0.018100	1377331
BF	RDNA.txt	16	6	0.018540	1342019
BF	RDNA.txt	16	7	0.017185	1333514
BF	RDNA.txt	16	8	0.017641	1305494
BF	RDNA.txt	16	9	0.018044	1315683
BF	RDNA.txt	32	0	0.018059	1315957
BF	RDNA.txt	32	1	0.017897	1325963
BF	RDNA.txt	32	2	0.018241	1381874
BF	RDNA.txt	32	3	0.017659	1353053
BF	RDNA.txt	32	4	0.018607	1365002
BF	RDNA.txt	32	5	0.018951	1361584
BF	RDNA.txt	32	6	0.018408	1332767
BF	RDNA.txt	32	7	0.018723	1347207
BF	RDNA.txt	32	8	0.019413	1380851
BF	RDNA.txt	32	9	0.018319	1337961
BF	RDNA.txt	64	0	0.018741	1346310
BF	RDNA.txt	64	1	0.018476	1337413
BF	RDNA.txt	64	2	0.018134	1378707
BF	RDNA.txt	64	3	0.018604	1364684
BF	RDNA.txt	64	4	0.017994	1338540
BF	RDNA.txt	64	5	0.017633	1316023
BF	RDNA.txt	64	6	0.018525	1342293
BF	RDNA.txt	64	7	0.017356	1330234
BF	RDNA.txt	64	8	0.018035	1390800
BF	RDNA.txt	64	9	0.019279	1377175
BF	RDNA.txt	128	0	0.018096	1316690
BF	RDNA.txt	128	1	0.017695	1310155
BF	RDNA.txt	128	2	0.017903	1312154
BF	RDNA.txt	128	3	0.018089	1333766
BF	RDNA.txt	128	4	0.017364	1328544
BF	RDNA.txt	128	5	0.017131	1330361
BF	RDNA.txt	128	6	0.017523	1303093
BF	RDNA.txt	128	7	0.017469	1303468
BF	RDNA.txt	128	8	0.017633	1366264
BF	RDNA.txt	128	9	0.018587	1343422
KMP	RDNA.txt	4	0	0.018120	1355109
KMP	RDNA.txt	4	1	0.017975	1347603
KMP	RDNA.txt	4	2	0.016626	1300859
KMP	RDNA.txt	4	3	0.015486	1259563
KMP	RDNA.txt	4	4	0.017338	1328204
KMP	RDNA.txt	4	5	0.017356	1325344
KMP	RDNA.txt	4	6	0.017460	1324870
KMP	RDNA.txt	4	7	0.017889	1343685
KMP	RDNA.txt	4	8	0.018023	1339513
KMP	RDNA.txt	4	9	0.017496	1325586
KMP	RDNA.txt	8	0	0.016113	1274787
KMP	RDNA.txt	8	1	0.016924	1297641
KMP	RDNA.txt	8	2	0.015342	1235655
KMP	RDNA.txt	8	3	0.015301	1236214
KMP	RDNA.txt	8	4	0.015633	1248799
KMP	RDNA.txt	8	5	0.018737	1377184
KMP	RDNA.txt	8	6	0.018029	1347414
KMP	RDNA.txt	8	7	0.017699	1330870
KMP	RDNA.txt	8	8	0.017285	1308119
KMP	RDNA.txt	8	9	0.015812	1261253
KMP	RDNA.txt	16	0	0.017835	1335413
KMP	RDNA.txt	16	1	0.018006	1347679
KMP	RDNA.txt	16	2	0.017389	1318030
KMP	RDNA.txt	16	3	0.017759	1337329
KMP	RDNA.txt	16	4	0.015488	1241486
KMP	RDNA.txt	16	5	0.017976	1346106
KMP	RDNA.txt	16	6	0.017340	1312153
KMP	RDNA.txt	16	7	0.017588	1324401
KMP	RDNA.txt	16	8	0.015756	1259925
KMP	RDNA.txt	16	9	0.016279	1281321
KMP	RDNA.txt	32	0	0.017589	1324081
KMP	RDNA.txt	32	1	0.018176	1353344
KMP	RDNA.txt	32	2	0.017992	1345709
KMP	RDNA.txt	32	3	0.018266	1356588
KMP	RDNA.txt	32	4	0.017824	1337627
KMP	RDNA.txt	32	5	0.018759	1379767
KMP	RDNA.txt	32	6	0.016392	1283896
KMP	RDNA.txt	32	7	0.015600	1252250
KMP	RDNA.txt	32	8	0.017155	1305887
KMP	RDNA.txt	32	9	0.015696	1255727
KMP	RDNA.txt	64	0	0.018249	1355761
KMP	RDNA.txt	64	1	0.016023	1271966
KMP	RDNA.txt	64	2	0.018834	1381265
KMP	RDNA.txt	64	3	0.018248	1355453
KMP	RDNA.txt	64	4	0.016866	1290341
KMP	RDNA.txt	64	5	0.016805	1291135
KMP	RDNA.txt	64	6	0.016836	1291259
KMP	RDNA.txt	64	7	0.017122	1302109
KMP	RDNA.txt	64	8	0.015668	1252197
KMP	RDNA.txt	64	9	0.018682	1375299
KMP	RDNA.txt	128	0	0.017349	1312901
KMP	RDNA.txt	128	1	0.015261	1235320
KMP	RDNA.txt	128	2	0.016443	1289397
KMP	RDNA.txt	128	3	0.018837	1384899
KMP	RDNA.txt	128	4	0.016885	1291671
KMP	RDNA.txt	128	5	0.018532	1369829
KMP	RDNA.txt	128	6	0.018368	1360631
KMP	RDNA.txt	128	7	0.017638	1333800
KMP	RDNA.txt	128	8	0.016831	1290822
KMP	RDNA.txt	128	9	0.016712	1286744
BMH	RDNA.txt	4	0	0.009348	559979
BMH	RDNA.txt	4	1	0.007533	468383
BMH	RDNA.txt	4	2	0.008716	531134
BMH	RDNA.txt	4	3	0.008422	525675
BMH	RDNA.txt	4	4	0.009379	576673
BMH	RDNA.txt	4	5	0.008201	508089
BMH	RDNA.txt	4	6	0.008232	514902
BMH	RDNA.txt	4	7	0.008682	532278
BMH	RDNA.txt	4	8	0.009080	572478
BMH	RDNA.txt	4	9	0.009096	566910
BMH	RDNA.txt	8	0	0.006944	423803
BMH	RDNA.txt	8	1	0.008546	529189
BMH	RDNA.txt	8	2	0.010400	628127
BMH	RDNA.txt	8	3	0.006894	424220
BMH	RDNA.txt	8	4	0.004491	276004
BMH	RDNA.txt	8	5	0.007056	434343
BMH	RDNA.txt	8	6	0.006760	421397
BMH	RDNA.txt	8	7	0.007325	460219
BMH	RDNA.txt	8	8	0.004640	287585
BMH	RDNA.txt	8	9	0.005352	326169
BMH	RDNA.txt	16	0	0.007098	429776
BMH	RDNA.txt	16	1	0.004721	288729
BMH	RDNA.txt	16	2	0.004553	286446
BMH	RDNA.txt	16	3	0.004771	290833
BMH	RDNA.txt	16	4	0.006973	425146
BMH	RDNA.txt	16	5	0.007065	434439
BMH	RDNA.txt	16	6	0.004775	292524
BMH	RDNA.txt	16	7	0.006462	390127
BMH	RDNA.txt	16	8	0.004394	272114
BMH	RDNA.txt	16	9	0.004208	263409
BMH	RDNA.txt	32	0	0.006549	405620
BMH	RDNA.txt	32	1	0.003203	196751
BMH	RDNA.txt	32	2	0.007588	466632
BMH	RDNA.txt	32	3	0.007215	454561
BMH	RDNA.txt	32	4	0.007387	444482
BMH	RDNA.txt	32	5	0.004201	254887
BMH	RDNA.txt	32	6	0.004517	275778
BMH	RDNA.txt	32	7	0.003794	232316
BMH	RDNA.txt	32	8	0.006980	426270
BMH	RDNA.txt	32	9	0.004939	301478
BMH	RDNA.txt	64	0	0.007211	445474
BMH	RDNA.txt	64	1	0.006362	391302
BMH	RDNA.txt	64	2	0.002964	179947
BMH	RDNA.txt	64	3	0.004671	290863
BMH	RDNA.txt	64	4	0.008057	503958
BMH	RDNA.txt	64	5	0.008777	550875
BMH	RDNA.txt	64	6	0.005859	362918
BMH	RDNA.txt	64	7	0.003186	196340
BMH	RDNA.txt	64	8	0.005552	343360
BMH	RDNA.txt	64	9	0.007056	434293
BMH	RDNA.txt	128	0	0.005352	325131
BMH	RDNA.txt	128	1	0.006553	400882
BMH	RDNA.txt	128	2	0.006473	391465
BMH	RDNA.txt	128	3	0.005559	349285
BMH	RDNA.txt	128	4	0.004420	276413
BMH	RDNA.txt	128	5	0.006435	396509
BMH	RDNA.txt	128	6	0.005600	354327
BMH	RDNA.txt	128	7	0.008086	505411
BMH	RDNA.txt	128	8	0.006328	382397
BMH	RDNA.txt	128	9	0.006889	434749
BF	SDNA.txt	4	0	0.018331	1326895
BF	SDNA.txt	4	1	0.017609	1328329
BF	SDNA.txt	4	2	0.018445	1328844
BF	SDNA.txt	4	3	0.018386	1327181
BF	SDNA.txt	4	4	0.018376	1328426
BF	SDNA.txt	4	5	0.017507	1326842
BF	SDNA.txt	4	6	0.018491	1328621
BF	SDNA.txt	4	7	0.018463	1328679
BF	SDNA.txt	4	8	0.018500	1328143
BF	SDNA.txt	4	9	0.018395	1328822
BF	SDNA.txt	8	0	0.018432	1333340
BF	SDNA.txt	8	1	0.018494	1333703
BF	SDNA.txt	8	2	0.018448	1332552
BF	SDNA.txt	8	3	0.018460	1334619
BF	SDNA.txt	8	4	0.018487	1333995
BF	SDNA.txt	8	5	0.018454	1332555
BF	SDNA.txt	8	6	0.018568	1334389
BF	SDNA.txt	8	7	0.018615	1333907
BF	SDNA.txt	8	8	0.018567	1333566
BF	SDNA.txt	8	9	0.018538	1332722
BF	SDNA.txt	16	0	0.018554	1333593
BF	SDNA.txt	16	1	0.018575	1333725
BF	SDNA.txt	16	2	0.018521	1331897
BF	SDNA.txt	16	3	0.018530	1332497
BF	SDNA.txt	16	4	0.017411	1334124
BF	SDNA.txt	16	5	0.018436	1333950
BF	SDNA.txt	16	6	0.017624	1334601
BF	SDNA.txt	16	7	0.018397	1331985
BF	SDNA.txt	16	8	0.018489	1333938
BF	SDNA.txt	16	9	0.017652	1333728
BF	SDNA.txt	32	0	0.018159	1332430
BF	SDNA.txt	32	1	0.017562	1331920
BF	SDNA.txt	32	2	0.017357	1331913
BF	SDNA.txt	32	3	0.018513	1333728
BF	SDNA.txt	32	4	0.018591	1334171
BF	SDNA.txt	32	5	0.018503	1333507
BF	SDNA.txt	32	6	0.017448	1334069
BF	SDNA.txt	32	7	0.018537	1333105
BF	SDNA.txt	32	8	0.017616	1333758
BF	SDNA.txt	32	9	0.018442	1332176
BF	SDNA.txt	64	0	0.017666	1334369
BF	SDNA.txt	64	1	0.017600	1333456
BF	SDNA.txt	64	2	0.018100	1332394
BF	SDNA.txt	64	3	0.018541	1333781
BF	SDNA.txt	64	4	0.018508	1332518
BF	SDNA.txt	64	5	0.018490	1331872
BF	SDNA.txt	64	6	0.018596	1332373
BF	SDNA.txt	64	7	0.017606	1333675
BF	SDNA.txt	64	8	0.018525	1332022
BF	SDNA.txt	64	9	0.018541	1333998
BF	SDNA.txt	128	0	0.018519	1334224
BF	SDNA.txt	128	1	0.018548	1334159
BF	SDNA.txt	128	2	0.017613	1333639
BF	SDNA.txt	128	3	0.018449	1332351
BF	SDNA.txt	128	4	0.018446	1334196
BF	SDNA.txt	128	5	0.018409	1332511
BF	SDNA.txt	128	6	0.018485	1333968
BF	SDNA.txt	128	7	0.018481	1333193
BF	SDNA.txt	128	8	0.017562	1331927
BF	SDNA.txt	128	9	0.018400	1332128
KMP	SDNA.txt	4	0	0.017698	1329315
KMP	SDNA.txt	4	1	0.016210	1275293
KMP	SDNA.txt	4	2	0.016211	1275440
KMP	SDNA.txt	4	3	0.018061	1339064
KMP	SDNA.txt	4	4	0.018054	1338660
KMP	SDNA.txt	4	5	0.017684	1329109
KMP	SDNA.txt	4	6	0.018084	1339563
KMP	SDNA.txt	4	7	0.017989	1338640
KMP	SDNA.txt	4	8	0.016265	1275834
KMP	SDNA.txt	4	9	0.018100	1340448
KMP	SDNA.txt	8	0	0.017896	1328392
KMP	SDNA.txt	8	1	0.016123	1266926
KMP	SDNA.txt	8	2	0.015822	1253194
KMP	SDNA.txt	8	3	0.017491	1312575
KMP	SDNA.txt	8	4	0.018010	1332309
KMP	SDNA.txt	8	5	0.017524	1313953
KMP	SDNA.txt	8	6	0.016127	1265475
KMP	SDNA.txt	8	7	0.017965	1332582
KMP	SDNA.txt	8	8	0.016125	1267098
KMP	SDNA.txt	8	9	0.016074	1264973
KMP	SDNA.txt	16	0	0.018064	1334409
KMP	SDNA.txt	16	1	0.017492	1312590
KMP	SDNA.txt	16	2	0.017430	1308677
KMP	SDNA.txt	16	3	0.017971	1332220
KMP	SDNA.txt	16	4	0.017974	1332865
KMP	SDNA.txt	16	5	0.017999	1333728
KMP	SDNA.txt	16	6	0.017572	1313890
KMP	SDNA.txt	16	7	0.017493	1312514
KMP	SDNA.txt	16	8	0.017578	1313928
KMP	SDNA.txt	16	9	0.017948	1331550
KMP	SDNA.txt	32	0	0.017825	1327406
KMP	SDNA.txt	32	1	0.017486	1312717
KMP	SDNA.txt	32	2	0.017858	1327183
KMP	SDNA.txt	32	3	0.017989	1333280
KMP	SDNA.txt	32	4	0.017867	1326933
KMP	SDNA.txt	32	5	0.017806	1326861
KMP	SDNA.txt	32	6	0.018002	1334184
KMP	SDNA.txt	32	7	0.017828	1327300
KMP	SDNA.txt	32	8	0.018041	1333745
KMP	SDNA.txt	32	9	0.017983	1333165
KMP	SDNA.txt	64	0	0.015745	1249571
KMP	SDNA.txt	64	1	0.017952	1332741
KMP	SDNA.txt	64	2	0.017946	1332093
KMP	SDNA.txt	64	3	0.018021	1333732
KMP	SDNA.txt	64	4	0.017324	1307160
KMP	SDNA.txt	64	5	0.018007	1332569
KMP	SDNA.txt	64	6	0.017940	1331933
KMP	SDNA.txt	64	7	0.017993	1334345
KMP	SDNA.txt	64	8	0.016083	1265744
KMP	SDNA.txt	64	9	0.018033	1333725
KMP	SDNA.txt	128	0	0.016092	1266622
KMP	SDNA.txt	128	1	0.016129	1266050
KMP	SDNA.txt	128	2	0.017519	1314415
KMP	SDNA.txt	128	3	0.016108	1267074
KMP	SDNA.txt	128	4	0.017358	1308378
KMP	SDNA.txt	128	5	0.017867	1327158
KMP	SDNA.txt	128	6	0.018000	1334561
KMP	SDNA.txt	128	7	0.017963	1332845
KMP	SDNA.txt	128	8	0.017978	1333566
KMP	SDNA.txt	128	9	0.017523	1314536
BMH	SDNA.txt	4	0	0.007788	471438
BMH	SDNA.txt	4	1	0.008925	557219
BMH	SDNA.txt	4	2	0.007788	471940
BMH	SDNA.txt	4	3	0.009318	562286
BMH	SDNA.txt	4	4	0.007806	472474
BMH	SDNA.txt	4	5	0.008132	507574
BMH	SDNA.txt	4	6	0.007192	435249
BMH	SDNA.txt	4	7	0.009335	563836
BMH	SDNA.txt	4	8	0.009271	563033
BMH	SDNA.txt	4	9	0.007767	470990
BMH	SDNA.txt	8	0	0.005486	332730
BMH	SDNA.txt	8	1	0.004746	296214
BMH	SDNA.txt	8	2	0.006450	402976
BMH	SDNA.txt	8	3	0.005006	313861
BMH	SDNA.txt	8	4	0.007508	469255
BMH	SDNA.txt	8	5	0.008998	562722
BMH	SDNA.txt	8	6	0.009276	561776
BMH	SDNA.txt	8	7	0.006155	374198
BMH	SDNA.txt	8	8	0.009267	563179
BMH	SDNA.txt	8	9	0.006613	401877
BMH	SDNA.txt	16	0	0.008432	512221
BMH	SDNA.txt	16	1	0.005036	315212
BMH	SDNA.txt	16	2	0.004638	281485
BMH	SDNA.txt	16	3	0.004997	312320
BMH	SDNA.txt	16	4	0.006442	403701
BMH	SDNA.txt	16	5	0.005493	333129
BMH	SDNA.txt	16	6	0.005467	332066
BMH	SDNA.txt	16	7	0.006645	403472
BMH	SDNA.txt	16	8	0.007506	468863
BMH	SDNA.txt	16	9	0.007500	468930
BMH	SDNA.txt	32	0	0.005179	313954
BMH	SDNA.txt	32	1	0.003848	233924
BMH	SDNA.txt	32	2	0.008409	511395
BMH	SDNA.txt	32	3	0.006253	375847
BMH	SDNA.txt	32	4	0.009266	563034
BMH	SDNA.txt	32	5	0.008431	512537
BMH	SDNA.txt	32	6	0.006629	402930
BMH	SDNA.txt	32	7	0.004560	282746
BMH	SDNA.txt	32	8	0.007147	434395
BMH	SDNA.txt	32	9	0.009267	563466
BMH	SDNA.txt	64	0	0.005772	350788
BMH	SDNA.txt	64	1	0.007139	433944
BMH	SDNA.txt	64	2	0.007721	469277
BMH	SDNA.txt	64	3	0.002609	157383
BMH	SDNA.txt	64	4	0.008199	512619
BMH	SDNA.txt	64	5	0.004992	311920
BMH	SDNA.txt	64	6	0.006035	376980
BMH	SDNA.txt	64	7	0.007145	434328
BMH	SDNA.txt	64	8	0.004564	281926
BMH	SDNA.txt	64	9	0.007116	432847
BMH	SDNA.txt	128	0	0.005800	352159
BMH	SDNA.txt	128	1	0.006208	377312
BMH	SDNA.txt	128	2	0.005472	332299
BMH	SDNA.txt	128	3	0.008483	512832
BMH	SDNA.txt	128	4	0.006919	434304
BMH	SDNA.txt	128	5	0.008403	511449
BMH	SDNA.txt	128	6	0.004652	282150
BMH	SDNA.txt	128	7	0.009270	563850
BMH	SDNA.txt	128	8	0.007102	432046
BMH	SDNA.txt	128	9	0.006614	402496
BF	RLNG.txt	4	0	0.013171	1110726
BF	RLNG.txt	4	1	0.011050	1017721
BF	RLNG.txt	4	2	0.011048	1019736
BF	RLNG.txt	4	3	0.014778	1175399
BF	RLNG.txt	4	4	0.011939	1056701
BF	RLNG.txt	4	5	0.012466	1076968
BF	RLNG.txt	4	6	0.011564	1040631
BF	RLNG.txt	4	7	0.011184	1024742
BF	RLNG.txt	4	8	0.012148	1066311
BF	RLNG.txt	4	9	0.011125	1022541
BF	RLNG.txt	8	0	0.014830	1175107
BF	RLNG.txt	8	1	0.011927	1056087
BF	RLNG.txt	8	2	0.013683	1133140
BF	RLNG.txt	8	3	0.012042	1061604
BF	RLNG.txt	8	4	0.011933	1058578
BF	RLNG.txt	8	5	0.013400	1119555
BF	RLNG.txt	8	6	0.012166	1066044
BF	RLNG.txt	8	7	0.011462	1036720
BF	RLNG.txt	8	8	0.010835	1008554
BF	RLNG.txt	8	9	0.012015	1060126
BF	RLNG.txt	16	0	0.011988	1059876
BF	RLNG.txt	16	1	0.013298	1113566
BF	RLNG.txt	16	2	0.011140	1024363
BF	RLNG.txt	16	3	0.011551	1040780
BF	RLNG.txt	16	4	0.013359	1113706
BF	RLNG.txt	16	5	0.012408	1076050
BF	RLNG.txt	16	6	0.011547	1035902
BF	RLNG.txt	16	7	0.012330	1073708
BF	RLNG.txt	16	8	0.012509	1081564
BF	RLNG.txt	16	9	0.011015	1016170
BF	RLNG.txt	32	0	0.013280	1114977
BF	RLNG.txt	32	1	0.014509	1166657
BF	RLNG.txt	32	2	0.013253	1113306
BF	RLNG.txt	32	3	0.012342	1072677
BF	RLNG.txt	32	4	0.014781	1173302
BF	RLNG.txt	32	5	0.011027	1018839
BF	RLNG.txt	32	6	0.014848	1180367
BF	RLNG.txt	32	7	0.012014	1058104
BF	RLNG.txt	32	8	0.012239	1068977
